"GeolCode";"GeolCodeInt";"DE";"FR"
"Vtec402040";15205118;"Glimmerschiefer der Arolla-Gruppe";"Micaschiste du Groupe d'Arolla"
"Vtec402042";15205119;"Mylonit der Valpelline-Gruppe";"Mylonite du Groupe de Valpelline"
"Vtec402043";15205120;"Amphibolit der Valpelline-Gruppe";"Amphibolite du Groupe de Valpelline"
"Vtec402045";15205121;"Marmor der Valpelline-Gruppe";"Marbre du Groupe de Valpelline"
"Vtec402046";15205122;"Migmatit der Valpelline-Gruppe";"Migmatite du Groupe de Valpelline"
;15205123;"Roisan-Marmor";"Marbre de Roisan"
;15205124;"Musella-Granit";"Granite de Musella"
;15205125;"Sella-Granodiorit";"Granodiorite de la Sella"
"Vtec403001";15205126;"Marinelli-Formation";"Formation de Marinelli"
"Vtec403002";15205127;"Kristallin der Margna-Sella";"socle cristallin de la nappe de la Margna-Sella"
;15205128;"Variszische Intrusiva der Margna-Sella";"roches intrusives de la nappe de la Margna-Sella"
"Vtec403003";15205129;"Prävariszisches Grundgebirge der Margna-Sella";"socle polycyclique anté-varisque de la nappe de la Margna-Sella"
"Vtec403004";15205130;"Prävariszische Metaarkose, Orthogneise";"Métaarkose, orthogneiss anté-varisque"
"Vtec403005";15205131;"Orthogneis der Sesia-Decke";"orthogneiss de la nappe de Sesia"
"Vtec403006";15205132;"Glimmerschiefer der Sesia-Decke";"micaschiste de la nappe de Sesia"
"Vtec403007";15205133;"Finero-Peridotit";"Péridotite de Finero"
"Vtec403008";15205134;"Ivrea Mafischer Komplex";"Complexe Mafique d'Ivrée"
"Vtec403009";15205135;"Zona Dioritico-Kinzigitica";"Zona Dioritico-Kinzigitica"
"Vtec403010";15205136;"Prävariszische Orthogneise des Südalpins";"orthogneiss anté-varisques du Sudalpin"
"Vtec403011";15205137;"Pontida-Formation";"Formation de Pontida"
"Vtec403012";15206001;"Periadriatische Vulkanite";"roches volcaniques cénozoïques péri-adriatiques"
"Vtec403013";15206002;"Novate-Intrusiva";"Intrusion de Novate"
"Vtec403014";15206003;"Bergell-Intrusiva";"Intrusion du Bergell"
"Vtec403015";15206004;"Adamello-Intrusiva";"Intrusion de l'Adamello"
"Vtec403016";15206025;"Lias, undifferenziert";"Lias, indifférencié"
"Vtec403017";15206026;"Dogger, undifferenziert";"Dogger, indifférencié"
"Vtec403018";15206027;"Malm, undifferenziert";"Malm, indifférencié"
"Vtec403019";15206028;"Kreide, undifferenziert";"Crétacé, indifférencié"
"Vtec403020";15206029;"Trias, undifferenziert";"Trias, indifférencié"
"Vtec403021";15206030;"Sedimentgestein, undifferenziert";"roche sédimentaire, indifférenciée"
"Vtec403022";15206031;"Kristallingestein, undifferenziert";"roche cristalline, indifférenciée"
"Vtec403023";15206032;"Granit, undifferenziert";"granite, indifférencié"
;15206033;"Stratigraphische Einheit, undifferenziert";"unité stratigraphique indifférenciée"
"Vtec403025";15206034;"Mesozoikum, undifferenziert";"Mésozoïque, indifférencié"
"Vtec403026";15206035;"Rhyolit, undifferenziert";"rhyolite, indifférenciée"
"Vtec403027";15206036;"Grüngestein, undifferenziert";"roche verte, indifférenciée"
"Vtec403028";15206037;"Amphibolit, undifferenziert";"amphibolite, indifférenciée"
"Vtec403029";15206038;"Quarzgang";"filon de quartz"
"Vtec403030";15206039;"Aplit";"aplite"
;15206040;"Pegmatit";"pegmatite"
"Vtec403032";15206041;"Prasinit, undifferenziert";"prasinite, indifférenciée"
"Vtec403033";15206042;"Serpentinit, undifferenziert";"serpentinite, indifférenciée"
"Vtec403034";15206043;"Mineralisierter Gang";"filon minéralisé"
"Vtec403035";15206044;"Mikrogranit";"microgranite"
"Vtec403036";15206045;"Rhétien, undifferenziert";"Rhétien, indifférencié"
"Vtec403037";15206046;"Biogener Kalk (Eozän)";"calcaire biogène (Éocène)"
;15206047;"Rodingit";"rodingite"
"Vtec403039";15206048;"Saurer Gang";"filon acide"
"Vtec403040";15206049;"Basischer Gang";"filon basique"
"Vtec403041";15206050;"Eklogit, undifferenziert";"éclogite, indifférenciée"
"Vtec403042";15206051;"Mylonit, undifferenziert";"mylonite, indifférenciée"
"Vtec403043";15206052;"Kalksilikatfels";"roche calcsilicatée"
;15206053;"Mamor, undifferenziert";"marbre, indifférencié"
"Vtec403045";15206054;"Sedimentäre Brekzie, undifferenziert";"brèche sédimentaire, indifférenciée"
"Vtec403046";15206055;"Paläozoikum, undifferenziert";"Paléozoïque, indifférencié"
"Vtec403047";15206056;"Känozoikum, undifferenziert";"Cénozoïque, indifférencié"
"Vtec403048";15206057;"Ultramafische Gesteine";"roche ultramafique"
"Vtec403049";15206058;"Verwitterter Fels, undifferenziert";"roche altérée, indifférenciée"
"Vtec403050";15206059;"Ophikalzit, undifferenziert";"ophicalcite, indifférenciée"
"Vtec403051";15206060;"Talkschiefer, undifferenziert";"talcschiste, indifférencié"
"Vtec403052";15206061;"Mikrodiorit, undifferenziert";"microdiorite, indifférenciée"
"Vtec403053";15206062;"Quarzit, undifferenziert";"quartzite, indifférenciée"
"Vtec403054";15206063;"Fuchsit-Zoisitschiefer, undifferenziert";"schiste à zoïsite et fuchsite, indifférencié"
"Vtec403055";15206064;"Konglomerat, undifferenziert";"conglomérat, indifférencié"
"Vtec403056";15206065;"Glaukophanschiefer, undifferenziert";"schiste à glaucophane, indifférencié"
"Vtec403057";15206066;"Bündnerschiefer, undifferenziert";"Bündnerschiefer, indifférencié"
"Vtec403058";15206067;"Augengneis, undifferenziert";"gneiss oeillé, indifférencié"
;15206068;"Granatglimmerschiefer, undifferenziert";"micaschistes à grenat, indifférencié"
"Vtec403060";15206069;"Albit-Muskowitschiefer, undifferenziert";"schiste à muscovite et albite, indifférencié"
"Vtec403061";15206070;"Gneis, undifferenziert";"gneiss, indifférencié"
"Vtec403062";15206071;"Graphitschiefer, undifferenziert";"schiste graphiteux, indifférencié"
;15206072;"Glimmerschiefer, undifferenziert";"micaschistes, indifférencié"
"Vtec403064";15206073;"Garbenschiefer, undifferenziert";"Garbenschiefer, indifférencié"
"Vtec403065";15206074;"Diorit, undifferenziert";"diorite, indifférenciée"
"Vtec403066";15206075;"Gabbro, undifferenziert";"gabbro, indifférencié"
"Vtec403067";15206076;"Orthogneis, undifferenziert";"orthogneiss, indifférencié"
"Vtec403069";15206077;"Paragneis, undifferenziert";"paragneiss, indifférencié"
"Vtec403070";15206078;"Vulkanische Gesteine, undifferenziert";"roche volcanique, indifférenciée"
"Vtec403071";15206079;"Basalt, undifferenziert";"basalte, indifférencié"
"Vtec403072";15206080;"Karbon, undifferenziert";"Carbonifère, indifférencié"
"Vtec403073";15206081;"Chloritschiefer, undifferenziert";"schiste chloriteux, indifférencié"
"Vtec403074";15206082;"Phyllit, undifferenziert";"phyllite, indifférenciée"
"Vtec403075";15206083;"Quarzphyllit, undifferenziert";"quartzphyllite, indifférenciée"
"Vtec403076";15206084;"Bündnerschiefer, kalkig";"Bündnerschiefer calcaires"
"Vtec403077";15206085;"Bündnerschiefer, tonig";"Bündnerschiefer argileux"
"Vtec403078";15206086;"Migmatit, undifferenziert";"migmatite, indifférenciée"
"Vtec403079";15206087;"Tonalit, undifferenziert";"tonalite, indifférenciée"
"Vtec403080";15206088;"Syenit, undifferenziert";"syénite, indifférenciée"
"Vtec403081";15206089;"Tektonit, undifferenziert";"tectonite, indifférenciée"
"Vtec403082";15206090;"Hornfels, undifferenziert";"cornéenne, indifférenciée"
"Vtec403083";15206091;"Hornblendegneis, undifferenziert";"gneiss à hornblende, indifférencié"
"Vtec403084";15206092;"Biotit-Plagioklasgneis, undifferenziert";"gneiss à biotite et plagioclase, indifférencié"
;15206093;"Bändergneis, undifferenziert";"gneiss rubané, indifférencié"
"Vtec403086";15206094;"Zweiglimmergneis, undifferenziert";"gneiss à deux micas, indifférencié"
"Vtec403087";15206095;"Phyllitgneis, undifferenziert";"gneiss phyllitique, indifférencié"
"Vtec403088";15206096;"Peridotit, undifferenziert";"péridotite, indifférencié"
"Vtec403089";15206097;"Bänder- und Schollenamphibolit, undifferenziert";"amphibolite rubanée et à blocs, indifférencié"
"Vtec403090";15206098;"Granatamphibolit, undifferenziert";"amphibolite à grenat, indifférencié"
;15206099;"Diabasgang, undifferenziert";"filon diabasique, indifférencié"
;15206100;"Perm, undifferenziert";"Permien, indifférencié"
;15206101;"Kalkmarmor, undifferenziert";"marbre calcaire, indifférencié"
;15206102;"Dolomitmarmor, undifferenziert";"marbre dolomitique, indifférencié"
;15206103;"Permokarbon, undifferenziert";"Permo-Carbonifère, indifférencié"
;15206104;"Kalkschiefer, undifferenziert";"calcschiste, indifférencié"
;15206105;"Sandstein, undifferenziert";"grès, indifférencié"
;15206106;"Tonschiefer, undifferenziert";"schiste argileux, indifférencié"
;15206107;"Radiolarit, undifferenziert";"radiolarite, indifférenciée"
;15206108;"Kalkstein, undifferenziert";"calcaire, indifférencié"
;15206109;"Konglomeratgneis, undifferenziert";"gneiss conglomératique, indifférencié"
;15206110;"Prävariszisches, polyzyklisches Grundgebirge, undifferenziert";"socle polycyclique anté-varisque, indifférencié"
;15206111;"Schiefer, undifferenziert";"schiste, indifférencié"
;15206112;"Aplitgneis, undifferenziert";"gneiss aplitique, indifférencié"
;15206114;"Tektonisches Melange";"mélange tectonique"
;15206115;"Flysch, undifferenziert";"Flysch, indifférencié"
;15206116;"Aptychenkalk, undiff.";"Calcaire à aptychus, indiff."
;15206117;"Quarzsandstein, undiff.";"Grès quartzitique, indiff."
;15301001;"Abgeschertes Nordalpines Vorland";"Avant-pays nord-alpin décollé"
;15301022;"Avant-Monts-Zone";"Zone des Avant-monts"
;15301023;"Interner Faltenjura";"Jura plissé interne"
;15301024;"Externer Faltenjura";"Jura plissé externe"
;15301025;"Faisceaux";"Faisceaux"
;15301026;"Plateaus";"Plateaux"
;15301027;"Abgescherter Tafeljura";"Jura tabulaire cisaillé"
;15301030;"Vorlandplateau";"Plateau de l'Avant-pays"
;15301031;"Vorfaltenzone";"Vorfaltenzone"
;15301116;"Subalpine Molasse";"Molasse subalpine"
;15301118;"Rigi-Rossberg-Schuppe";"écaille du Rigi-Rossberg"
"Vtec404001";15301119;"St.-Jost-Schuppe";"écaille de St-Jost"
;15301120;"Höhronen-Schuppe";"écaille de la Höhronen"
"Vtec404003";15301121;"Speer-Stockberg-Schuppe";"écaille du Speer-Stockberg"
"Vtec404004";15301122;"Schorhüttenberg-Schuppe";"écaille du Schorhüttenberg"
;15301123;"Chräzerli-Schuppe";"écaille de Chräzerli"
;15301124;"Kronberg-Schuppe";"écaille du Kronberg"
"Vtec404007";15301125;"«Zone Kronberg-Süd»";"zone du Kronberg-Sud"
"Vtec404008";15301126;"Gäbris-Schuppe";"écaille du Gäbris"
"Vtec404009";15301127;"Blueme-Beichle-Schuppe";"écaille de la Blueme-Beichle"
"Vtec404010";15301128;"Hilfern-Schuppe";"écaille d'Hilfern"
"Vtec404011";15301129;"Hornbüel-Schuppenzone";"zone d'écailles de Hornbüel"
"Vtec404012";15301130;"Schangnau-Schuppe";"écaille de Schangnau"
"Vtec404013";15301131;"Belmont-Schuppe";"écaille de Belmont"
"Vtec404014";15301132;"Lutry-Thonon-Schuppe";"écaille de Lutry-Thonon"
"Vtec404015";15301133;"Cully-Schuppe";"écaille de Cully"
"Vtec404016";15301134;"Lavaux-Schuppe";"écaille du Lavaux"
"Vtec404017";15301135;"Mont-Pèlerin-Schuppe";"écaille du Mont-Pèlerin"
;15301136;"Vevey-Evian-Schuppe";"écaille de Vevey-Evian"
;15301137;"Gérignoz-La-Roche-Schuppe";"écaille de Gérignoz-la-Roche"
"Vtec404020";15301138;"Vaulruz-Schuppe";"écaille de Vaulruz"
"Vtec404021";15301139;"Champotey-Ramsera-Schuppe";"écaille de Champotey-Ramsera"
"Vtec404022";15301140;"La-Pattaz-La-Holena-Schuppe";"écaille de La-Pattaz-la-Holena"
"Vtec404023";15301141;"Villarvolard-Schuppe";"écaille de Villarvolard"
"Vtec404024";15301142;"Marbach-Berneck-Dreieckzone";"zone triangulaire Marbach-Berneck"
"Vtec404025";15301143;"Subalpiner Schuppenkomplex";"complexe des écailles subalpines"
"Vtec404026";15301144;"Seftigschwand-Schuppe";"écaille de Seftigschwand"
"Vtec404027";15301145;"Steffisburg-Schuppe";"écaille de Steffisburg"
;15301146;"Wolfsegg-Schuppe";"écaille de la Wolfsegg"
"Vtec404029";15301147;"Ralligen-Schuppenzone";"zone d'écailles de Ralligen"
;15301148;"Hirschberg-Schuppe";"écaille du Hirschberg"
;15301149;"Hölzliberg-Schuppe";"écaille du Hölzliberg"
;15301150;"Eichberg-Schuppe";"écaille de l'Eichberg"
;15301151;"Giebelegg-Schuppe";"écaille de la Giebelegg"
;15302005;"Steffisburg–Berneck-Dreieckzone";"zone triangulaire Steffisburg–Berneck"
;15302006;"Subalpine Molasse";"Molasse subalpine"
"Vtec404036";15302007;"Rigi–Rossberg-Schuppe";"écaille du Rigi–Rossberg"
"Vtec404037";15302008;"St.-Jost-Schuppe";"écaille de St-Jost"
"Vtec404038";15302009;"Höhronen-Schuppe";"écaille de la Höhronen"
"Vtec404039";15302010;"Speer–Stockberg-Schuppe";"écaille du Speer–Stockberg"
"Vtec404040";15302011;"Schorhüttenberg-Schuppe";"écaille du Schorhüttenberg"
"Vtec404041";15302012;"Kronberg-Schuppe";"écaille du Kronberg"
"Vtec404042";15302013;"Gäbris-Schuppe";"écaille du Gäbris"
"Vtec404043";15302014;"Beichlen–Farneren-Schuppe";"écaille de la Beichlen–Farneren"
;15302015;"Hilfern-Schuppe";"écaille d'Hilfern"
;15302016;"Schangnau-Schuppe";"écaille de Schangnau"
"Vtec404046";15302017;"«Zone Kronberg-Süd»";"«Zone Kronberg-Süd»"
;15302020;"Hegau-Bodensee-Graben";"fossé d'Hegau-Bodensee"
"Vtec404048";15302021;"Subjurassische Zone";"Zone subjurassienne"
"Vtec404049";15302022;"Chräzerli-Schuppe";"écaille de Chräzerli"
"Vtec404050";15302023;"Hornbüel-Schuppenzone";"écaille de Hornbüel"
"Vtec404051";15302024;"Belmont-Schuppe";"écaille de Belmont"
"Vtec404052";15302025;"Lutry–Thonon-Schuppe";"écaille de Lutry–Thonon"
;15302026;"Cully-Schuppe";"écaille de Cully"
;15302027;"Lavaux-Schuppe";"écaille du Lavaux"
"Vtec404055";15302028;"Mont-Pèlerin-Schuppe";"écaille du Mont-Pèlerin"
"Vtec404056";15302029;"Vevey–Evian-Schuppe";"écaille de Vevey–Evian"
"Vtec404057";15302030;"Gérignoz–La-Roche-Schuppe";"écaille du Gérignoz–La Roche"
"Vtec404058";15302031;"Vaulruz-Schuppe";"écaille de Vaulruz"
"Vtec404059";15302032;"Champotey–Ramsera-Schuppe";"écaille de Champotey–Ramsera"
"Vtec404060";15302033;"La-Pattaz–La-Holena-Schuppe";"écaille de La Pattaz–La Holena"
"Vtec404061";15302034;"Villarvolard-Schuppe";"écaille de Villarvolard"
"Vtec404062";15302035;"Etzel-Klippe";"klippe de l'Etzel"
"Vtec404063";15302036;"Hüllerich-Klippe";"klippe d'Hüllerich"
"Vtec404064";15302040;"Autochtones Nordalpines Vorland";"Avant-pays nord-alpin autochtone"
;15302042;"Haute-Saône-Tafel";"plateau de Haute Saône"
"Vtec404066";15302043;"Süddeutsche Tafel";"plateau d'Allemagne méridionale"
"Vtec404067";15302045;"Oberrhein-Graben";"fossé du Haut-Rhin"
"Vtec404068";15302046;"Bresse-Graben";"fossé bressan"
;15302048;"Subalpiner Schuppenkomplex";"complexe des écailles subalpines"
"Vtec404070";15302127;"Blueme-Beichle-Schuppe";"écaille de la Blueme-Beichle"
"Vtec404071";15302142;"Marbach-Berneck-Dreieckzone";"zone triangulaire Marbach-Berneck"
;15303001;"Unterhelvetikum";"Helvétique inférieur"
"Vtec404073";15303002;"Belledonne-Massiv";"massif de Belledonne"
;15303003;"Aiguilles-Rouges-Massiv";"massif des Aiguilles Rouges"
;15303004;"Salvan-Dorénaz-Graben";"fossé de Salvan-Dorénaz"
;15303005;"Fully-Massiv";"massif de Fully"
"Vtec404078";15303006;"Arpille-Massiv";"massif de l'Arpille"
"Vtec404079";15303007;"Mont-Blanc-Massiv";"massif du Mont Blanc"
;15303008;"Gastern-Massiv";"massif de Gastern"
;15303009;"Aar-Massiv";"massif de l'Aar"
;15303010;"Zone von Disentis";"zone de Disentis"
"Vtec404083";15303011;"Chaînes-subalpines-Decke";"nappe des Chaînes subalpines"
"Vtec404084";15303012;"Aravis-Kette";"chaîne des Aravis"
"Vtec404085";15303013;"Bornes-Massiv";"massif des Bornes"
"Vtec404086";15303014;"Bauges-Massiv";"massif des Bauges"
;15303015;"Morcles-Decke";"nappe de Morcles"
"Vtec404089";15303016;"Doldenhorn-Decke";"nappe du Doldenhorn"
"Vtec404090";15303017;"Ardon-Decke";"nappe d'Ardon"
"Vtec404091";15303018;"Jägerchrüz-Decke";"nappe du Jägerchrüz"
;15303019;"Plammis-Decke";"nappe de Plammis"
;15303020;"Gellihorn-Decke";"nappe du Gellihorn"
"Vtec404094";15303021;"Tschep-Schuppe";"nappe du Tschep"
"Vtec404095";15303022;"Sangle-Einheit";"unité du Sangle"
"Vtec404096";15303023;"Griessstock-Decke";"nappe du Griessstock"
"Vtec404097";15303024;"Klausenpass-Schuppen";"écailles du Klausenpasse"
"Vtec404098";15303025;"Kammlistock-Decke";"nappe des Kammlistock"
"Vtec404099";15303026;"Gitschen-Decke";"nappe du Gitschen"
;15303027;"Cavistrau-Decke";"nappe du Cavistrau"
"Vtec404101";15303028;"Oberhelvetikum";"Helvétique supérieur"
"Vtec404102";15303029;"Roselette-Decke";"nappe de Roselette"
"Vtec404103";15303030;"Diablerets-Decke";"nappe des Diablerets"
"Vtec404104";15303031;"Wildhorn-Deckenkomplex";"complexe de nappes du Wildhorn"
"Vtec404105";15303032;"Prapio-Audon-Schuppe";"écaille de Prapio-Audon"
"Vtec404106";15303033;"Mont-Gond-Decke";"nappe du Mont-Gond"
"Vtec404107";15303034;"Sublage-Decke";"nappe du Sublage"
"Vtec404108";15303035;"Randkette";"Chaîne bordière"
;15303036;"Wildhorn-Decke sensu stricto";"nappe du Wildhorn sensu stricto"
;15303037;"Wageten-Schuppe";"écaille de la Wageten"
;15303038;"Glarner Deckenkomplex";"complexe de nappes de Glaris"
;15303039;"Mürtschen-Decke";"nappe du Mürtschen"
;15303040;"Hohenemser Decke";"nappe de Hohenems"
;15303041;"Axen-Decke";"nappe de l'Axen"
;15303042;"Wissberg-Schuppe";"écaille du Wissberg"
;15303043;"Bundstock-Element";"élément du Bundstock"
;15303044;"Gonzen-Walenstadt-Schuppen";"écailles du Gonzen-Walenstadt"
;15303045;"Säntis-Decke";"nappe du Säntis"
;15303046;"Drusberg-Decke";"nappe du Drusberg"
;15303047;"Wurzelzone";"zone des racines"
;15303048;"Ultrahelvetikum";"Ultrahelvétique"
;15303049;"Mont-Chétif-Decke";"nappe du Mont-Chétif"
;15303050;"Furka-Zone";"zone de la Furka"
;15303051;"Urseren-Zone";"zone d'Urseren"
;15303052;"Garvera-Zone";"zone de la Garvera"
;15303053;"Nufenen-Zone";"zone du Nufenen"
;15303054;"Termen-Zone";"zone de Termen"
;15303055;"Ilanz-Decke";"nappe d'Ilanz"
;15303056;"Gomser Zwischenmassiv";"massif du Goms"
;15303057;"Tavetsch-Decke";"nappe du Tavetsch"
;15303058;"Gotthard-Decke";"nappe du Gothard"
;15303059;"Subalpine Flysch-Zone";"zone du Flysch subalpin"
;15303060;"Einsiedeln-Schuppenkomplex";"complexe d'écailles d'Einsiedeln"
;15303061;"Externe Einsiedeln-Schuppen";"écailles externes d'Einsiedeln"
;15303062;"Interne Einsiedeln-Schuppen";"écailles internes d'Einsiedeln"
;15303063;"Wildhaus-Melange";"Mélange de Wildhaus"
;15303064;"Brülisau-Schuppenzone";"zone des écailles de Brülisau"
;15303065;"Leist-Schuppenzone";"zone des écailles de Leist"
;15303066;"Fliegenspitz-Schuppe";"écaille de Fliegenspitz"
;15303067;"Schuppenzone von Lauerz";"zone des écailles de Lauerz"
;15303069;"Sardona-Decke";"nappe du Sardona"
;15303070;"Grabser Klippen";"klippes de Grabs"
;15303071;"Fläscherberg-Decke";"nappe du Fläscherberg"
;15303072;"Plaine-Morte-Decke";"nappe de la Plaine Morte"
;15303073;"Sex-Mort-Decke";"nappe du Sex Mort"
;15303074;"Bex-Laubhorn-Decke";"nappe de Bex-Laubhorn"
;15303075;"Arveyes-Decke";"nappe d'Arveyes"
;15303076;"Meilleret-Decke";"nappe du Meilleret"
;15303077;"Habkern-Melange-Zone";"Zone de mélange de Habkern"
;15303078;"Scopi-Decke";"nappe du Scopi"
;15303079;"Frodalera-Zone";"zone de Frodalera"
;15303080;"Peidener Schuppenzone";"zone des écailles de Peiden"
;15303081;"Anzeinde-Decke";"nappe d'Anzeinde"
;15303082;"Blattengrat-Decke";"nappe du Blattengrat"
;15303083;"Piora-Zone";"zone de Piora"
;15303084;"Glarner Decke sensu stricto";"nappe de Glaris sensu stricto"
;15303085;"Silberen-Schuppen";"écailles du Silberen"
;15303086;"Bächistock-Schuppe";"écaille du Bächistock"
;15303087;"Axen-Decke sensu stricto";"nappe de l'Axen sensu stricto"
;15303088;"Hoch-Fulen-Decke";"nappe du Hoch-Fulen"
;15303089;"Carpet-Schuppe";"écaille de Carpet"
;15303090;"Sörenberg-Mélange-Zone";"zone du mélange de Sörenberg"
;15303105;"Broc-Schuppenkomplex";"complexe des écailles de Broc"
;15303106;"Gros-Plané-Melange";"Mélange du Gros Plané"
;15303107;"Montsalvens-Schuppe";"écaille de Montsalvens"
;15303108;"Les-Pléiades-Schuppe";"écaille des Pléiades"
;15303109;"Bois-de-Bouleyres-Schuppe";"écaille du Bois de Bouleyres"
;15303110;"Tulle-Melange";"Mélange de la Tulle"
;15303111;"Piz-d'Artgas-Decke";"nappe du Piz d'Artgas"
;15303112;"Externes Aar-Massiv";"massif de l'Aar externe"
;15303113;"Internes Aar-Massiv";"massif de l'Aar interne"
;15303120;"Clariden-Schuppenkomplex";"complexe des écailles des Clariden"
